,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
5230,66.0,121145,United Way of Anderson County - TN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14855,Oak Ridge,nan,,,Executive Director,-3926.0,67.94,106285,406207,"Community Development : United Ways , ",16786.0,66.95,11147,788979,TN,995697
5231,97.0,2144019,Wayfinder Family Services dba Junior Blind ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7717,Los Angeles,nan,305696.0,1.21,"President, CEO",-737363.0,97.5,1629740,41415517,Human Services : Social Services ,1313677.0,97.23,0,21295876,CA,23018595
5232,100.0,82194,United Way of Addison County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15544,Middlebury,nan,79364.0,6.78,Executive Director,-53899.0,85.0,88096,1269411,"Community Development : United Ways , ",45701.0,89.39,4363,1000039,VT,1031822
5233,100.0,261329,West Michigan Youth for Christ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8469,Grand Rapids,nan,36369.0,2.49,Executive Director,22697.0,86.72,88419,249135,Religion : Religious Activities ,208009.0,90.6,0,1105569,MI,1242099
5234,100.0,164421,United Way of Anderson County - SC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14925,Anderson,nan,74429.0,3.62,"President, CEO",-64242.0,84.68,228928,2148829,"Community Development : United Ways , ",3705.0,89.16,24620,1657375,SC,1982777
5235,88.0,73307,United Way Galveston County Mainland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15389,Texas City,nan,,,nan,226448.0,85.0,97440,2581775,"Community Development : United Ways , ",4166.0,86.41,0,1842210,TX,2229873
5236,96.0,648283,United Way Fox Cities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14469,Menasha,nan,138380.0,1.54,"President, CEO",130268.0,91.0,602222,7713830,"Community Development : United Ways , ",161308.0,93.03,100853,7679105,WI,8898570
5237,93.0,254938,The United Way of Amarillo & Canyon,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15927,Amarillo,nan,87222.0,1.66,Executive Director,-268886.0,83.43,714105,6218745,"Community Development : United Ways , ",78118.0,87.28,75530,4262124,TX,4791181
5238,100.0,383101,United Way of Anchorage,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6606,Anchorage,nan,162318.0,2.07,President,279131.0,81.1,1252094,7532638,"Community Development : United Ways , ",1173609.0,86.63,0,6174650,AK,5930616
5239,100.0,4257831,United Way for Southeastern Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4625,Detroit,nan,80769.0,0.15,"President, CEO",-1865949.0,87.5,4672172,58406266,"Community Development : United Ways , ",4852593.0,91.16,546537,44865840,MI,47077187
5240,89.0,59315,United Way for Jackson & George Counties,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13949,Pascagoula,nan,94420.0,4.87,Executive Director,-382111.0,94.27,217316,3417287,"Community Development : United Ways , ",32326.0,91.22,0,1661555,MS,1523749
5241,82.0,104214,United Way for South Louisiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13950,Houma,nan,58287.0,4.58,Executive Director,108165.0,70.9,212911,705925,"Community Development : United Ways , ",47970.0,75.8,13548,953976,LA,1331296
5242,96.0,488843,United Way for Greater Austin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5658,Austin,nan,,,CEO,-166659.0,84.39,1033482,4260407,"Community Development : United Ways , ",116152.0,88.6,131496,13971726,TX,14806570
5243,100.0,135821,United Way of Aiken County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14186,Aiken,nan,88395.0,2.9,President,-38261.0,75.0,113513,478779,"Community Development : United Ways , ",12271.0,82.32,39512,2793191,SC,2991993
5244,100.0,246467,United Way of Abilene,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15401,Abilene,nan,97450.0,3.73,"President, CEO",202416.0,85.98,186361,3734331,"Community Development : United Ways , ,This rating represents consolidated financial data for these organizations:",40028.0,90.08,0,2176224,TX,2698802
5245,96.0,1218589,United Way California Capital Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4624,Sacramento,nan,199516.0,1.61,President & CEO,-334024.0,82.79,1120711,4794491,"Community Development : United Ways , ",-119100.0,87.5,92363,10014962,CA,12139338
5246,96.0,198066,United Way Blackhawk Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14472,Janesville,nan,91553.0,3.81,President,-87571.0,87.07,231164,5244541,"Community Development : United Ways , ",151667.0,90.42,30134,1973307,WI,2138042
5247,100.0,95554,United Way - Thomas Jefferson Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8511,Charlottesville,nan,139800.0,5.69,President,152865.0,84.54,323474,4792090,"Community Development : United Ways , ",367126.0,89.06,12140,2034855,VA,2239622
5248,100.0,4189616,United Way Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4629,Alexandria,nan,849581.0,0.94,"President, CEO",9688966.0,80.27,3095481,46805604,"Community Development : United Ways , ",1186586.0,86.04,0,82251817,VA,65828964
5249,66.0,45870,United Ukrainian American Relief Committee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9983,Philadelphia,nan,,,nan,2793337.0,100.0,41262,5709927,International : Development and Relief Services ,71751.0,75.95,0,1083786,PA,3892504
5250,96.0,128860,United Way of Allen County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12655,Fort Wayne,nan,111943.0,1.96,"President, CEO",-419970.0,85.23,672960,4904358,"Community Development : United Ways , ",456476.0,89.17,0,4894800,IN,4820174
5251,100.0,1385360,United States Soccer Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10586,Washington,nan,345583.0,3.19,President & CEO,-4211921.0,90.12,635420,39967327,"Human Services : Multipurpose Human Service Organizations , ",513406.0,93.01,0,8796500,DC,6000284
5252,100.0,270545,United Way of Acadiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12875,Lafayette,nan,114482.0,1.54,"President, CEO",-261900.0,95.0,502716,5532628,"Community Development : United Ways , ",299917.0,96.46,36305,6625976,LA,6837420
5253,96.0,145926,United States Rowing Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13515,Princeton,nan,176476.0,1.68,Chief Executive Officer,-83122.0,85.0,527329,348426,Human Services : Multipurpose Human Service Organizations ,205404.0,89.02,0,9803561,NJ,5130011
5254,92.0,188292,United States Luge Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9389,Lake Placid,nan,131787.0,5.45,Chief Executive Officer,-86686.0,68.47,548890,1598290,Human Services : Multipurpose Human Service Organizations ,146800.0,76.99,0,1680289,NY,1802064
5255,96.0,166023,United Way Of Alamance County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11416,Burlington,nan,68980.0,3.77,President,-458426.0,90.44,226870,1948270,"Community Development : United Ways , ",94611.0,92.67,16914,1434536,NC,1274392
5256,96.0,20081434,United States Holocaust Memorial Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4619,Washington,nan,489855.0,0.42,Museum Director,46785684.0,81.16,15908672,485288576,"Arts, Culture, Humanities : Museums ",11282563.0,86.38,0,80333468,DC,151826695
5257,96.0,35926930,United States Golf Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4618,Far Hills,nan,2013535.0,1.06,Executive Director,17335536.0,86.07,3421176,315028053,Human Services : Multipurpose Human Service Organizations ,26358732.0,89.75,0,149972757,NJ,23580084
5258,92.0,642455,United States Equestrian Team Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5048,Gladstone,nan,281999.0,4.07,Executive Director,-3662797.0,84.15,1046415,17139545,"Human Services : Multipurpose Human Service Organizations , ",331855.0,87.44,0,5227408,NJ,2921626
5259,66.0,529804,United States Deputy Sheriff's Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11054,Wichita,nan,45100.0,0.5,Executive Director,485286.0,0.0,8027824,710772,Human Services : Multipurpose Human Service Organizations ,53979.0,25.31,0,372210,KS,9361145
5260,96.0,490359,United States Coast Guard Academy Alumni Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13971,New London,nan,140005.0,2.4,President,384512.0,82.92,989080,33518894,"Education : Scholarship and Financial Support , ",1200187.0,87.59,0,4340654,CT,5004418
5261,86.0,1296340,United Spinal Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3644,Kew Gardens,nan,189072.0,1.52,"President, CEO",493889.0,65.94,2013441,2270298,"Health : Diseases, Disorders, and Disciplines ",102167.0,73.96,0,9097872,NY,9446559
5262,86.0,375859,United States Capitol Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8897,Washington ,nan,174304.0,8.63,President/CEO,-75493.0,87.68,82475,3570944,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",184259.0,86.81,0,1559148,DC,1467488
5263,96.0,2939488,WAY Media Inc.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8690,Wichita,nan,184880.0,1.39,"President, Founder",1465935.0,68.75,1563407,10039529,Religion : Religious Media and Broadcasting ,1375047.0,77.72,0,8735708,KS,11996638
5264,89.0,1037220,Wave Hill,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5024,Bronx,nan,131439.0,1.93,President,-1244156.0,90.15,557630,56697633,"Environment : Botanical Gardens, Parks, and Nature Centers ",1188910.0,89.55,0,5206696,NY,3761700
5265,96.0,352518,Waterkeeper Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6756,New York,nan,201538.0,1.11,President,-1634645.0,87.5,683169,1028055,"Environment : Environmental Protection and Conservation , ",-180121.0,90.71,0,16964716,NY,16545879
5266,94.0,346282,"Watoto Child Care Ministry, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11860,Tampa,nan,82370.0,1.33,Chief Executive Officer,755713.0,85.37,171118,2349510,International : Development and Relief Services ,384582.0,88.81,0,5664232,FL,6552763
5267,85.0,273859,Waterfire Providence,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17090,Providence,nan,125346.0,5.49,Executive Artistic Director,1579399.0,89.87,301851,2649949,"Arts, Culture, Humanities : Performing Arts ",88836.0,87.2,0,1705553,RI,3685700
5268,100.0,856123,Water Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10709,North Charleston,nan,,,Chief Executive Officer and Founder,-41551.0,89.65,1666993,8603477,International : Development and Relief Services ,37272.0,92.68,0,12084462,SC,11372228
5269,96.0,852892,WaterAid America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12760,New York,nan,188333.0,1.8,CEO,-3253531.0,86.58,1290833,1408464,International : Development and Relief Services ,11405.0,90.09,0,8280070,NY,7158859
5270,100.0,2005874,Water.org,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8875,Kansas City,nan,231281.0,1.3,Chief Executive Officer,-1366829.0,95.55,983283,21929310,International : Development and Relief Services ,497727.0,96.85,0,14788916,MO,15913517
5271,100.0,1992727,Water For People,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6391,Denver,nan,90768.0,0.45,Chief Executive Officer,187710.0,93.31,1944248,10351207,International : Development and Relief Services ,224337.0,95.26,0,15952765,CO,19853113
5272,100.0,163018,Water for Good,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14218,Winona Lake,nan,90000.0,4.91,Chief Executive Officer,-47766.0,69.32,337625,702685,International : Development and Relief Services ,39491.0,78.3,0,1330539,IN,1729008
5273,100.0,620799,Water Street Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9829,Lancaster,nan,91172.0,1.01,President,1686014.0,88.26,1316598,20864263,Human Services : Homeless Services ,402706.0,91.69,0,7040499,PA,10169775
5274,89.0,193456,Water Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7430,Sacramento,nan,123540.0,7.56,Executive Director,122914.0,81.04,122675,1473104,Environment : Environmental Protection and Conservation ,134817.0,84.5,0,1316145,CA,1091449
5275,89.0,721635,Washington Performing Arts Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7143,Washington,nan,306143.0,3.86,President,244950.0,81.04,1090491,9422632,"Arts, Culture, Humanities : Performing Arts ",462148.0,84.5,0,6115022,DC,4969588
5276,100.0,131810,Waste Not,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10523,Scottsdale,nan,90000.0,1.58,Executive Director,135653.0,92.5,48443,443813,Human Services : Social Services ,88357.0,94.69,0,5507772,AZ,5735321
5277,74.0,258373,Washington Low Income Housing Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16074,Seattle,nan,86340.0,7.74,Executive Director,179443.0,79.58,84071,840422,Research and Public Policy : Social and Public Policy Research ,40227.0,76.62,0,772646,WA,1062398
5278,93.0,342294,Washington Trails Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10785,Seattle,nan,63534.0,1.7,Executive Director,379584.0,93.48,440196,6532860,Environment : Environmental Protection and Conservation ,57980.0,93.23,0,2941788,WA,3475520
5279,85.0,150097,Washington Policy Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9126,Seattle,nan,162000.0,7.2,President,199642.0,85.67,366793,2211324,Research and Public Policy : Social and Public Policy Research ,-142204.0,85.33,0,1732274,WA,2464020
5280,96.0,202768,Washington Office on Latin America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5422,Washington,nan,130552.0,4.25,Executive Director,-413876.0,95.0,255800,2299423,"International : International Peace, Security, and Affairs ",14830.0,95.47,0,2610326,DC,2505056
5281,96.0,1414210,The Washington Institute for Near East Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5431,Washington,nan,371133.0,3.3,Executive Director,9500618.0,89.27,1330134,41047536,"International : International Peace, Security, and Affairs ",290515.0,91.9,0,8488242,DC,20133436
5282,70.0,181752,Washington Business Week,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16073,Renton,nan,110000.0,7.78,Executive Director,-121933.0,72.33,140877,161534,Education : Youth Education Programs and Services ,-26656.0,71.14,0,1089502,WA,860044
5283,100.0,337773,Washington Area Women's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11061,Washington,nan,189740.0,7.04,President,20949.0,90.38,355177,3105055,Human and Civil Rights : Advocacy and Education ,-119618.0,93.19,0,2001306,DC,2834823
5284,100.0,271150,Warren Village,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8715,Denver,nan,72115.0,1.61,President/CEO,15748.0,89.09,490146,8149665,Community Development : Housing and Neighborhood Development ,243748.0,92.28,0,3695633,CO,1942958
5285,93.0,184656,Washington Environmental Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7391,Seattle,nan,78414.0,3.24,Executive Director,161038.0,90.99,351909,4443400,Environment : Environmental Protection and Conservation ,82499.0,91.93,0,1882742,WA,2497846
5286,93.0,215944,WAND Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7695,Washington,nan,74089.0,6.32,Executive Director,-260585.0,84.05,102613,740640,Human and Civil Rights : Advocacy and Education ,34973.0,87.68,0,853388,DC,866037
5287,36.0,59967,Warren Family Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15265,Warren,nan,61360.0,4.98,Executive Director,-246513.0,92.3,134559,1332443,Human Services : Homeless Services ,-92954.0,54.41,0,1036555,OH,1077523
5288,100.0,1048530,WAMC/Northeast Public Radio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7785,Albany,nan,191901.0,2.8,President,250203.0,79.31,1716570,7120196,"Arts, Culture, Humanities : Public Broadcasting and Media ",42758.0,85.36,0,4072179,NY,6877402
5289,47.0,402525,Wallbuilders,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17410,Aledo,nan,105356.0,4.23,President,33353.0,84.5,63662,2193704,Human and Civil Rights : Advocacy and Education ,45845.0,60.95,0,2024048,TX,2451295
5290,93.0,211481,United Religions Initiative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6331,San Francisco,nan,124097.0,3.89,Executive Director,-217887.0,96.36,299037,6905205,Religion : Religious Activities ,-4043.0,94.42,0,2676260,CA,2972934
5291,100.0,400375,United Performing Arts Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5327,Milwaukee,nan,212831.0,1.97,President,-411316.0,91.41,877648,13371280,"Arts, Culture, Humanities : Performing Arts , ",467046.0,93.92,0,9515474,WI,9915135
5292,100.0,244965,United Mitochondrial Disease Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8009,Pittsburgh,nan,124716.0,3.77,Executive Director,25592.0,73.99,567441,1439213,"Health : Diseases, Disorders, and Disciplines ",1059482.0,81.6,0,2491599,PA,1747372
5293,96.0,132738,United Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5510,Greenville,nan,,,nan,-32090.0,88.74,100607,1802535,Human Services : Social Services ,-23788.0,91.55,0,1321900,SC,1546943
5294,89.0,65734,Walnut Hills High School Alumni Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14813,Cincinnati,nan,120587.0,5.31,Executive Director,327579.0,80.0,236818,633877,Education : Scholarship and Financial Support ,98955.0,83.85,0,1966707,OH,2497883
5295,89.0,451595,United Methodist Open Door,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13485,Wichita,nan,61165.0,2.12,Executive Director,1202487.0,86.21,248895,8302189,Human Services : Homeless Services ,106214.0,87.52,0,2172504,KS,3869598
5296,81.0,496509,United Methodist Homes of New Jersey Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10020,Neptune,nan,,,nan,347849.0,55.48,392923,10974022,"Human Services : Social Services , ",513130.0,65.77,0,482152,NJ,1206303
5297,89.0,3088522,Wallis Annenberg Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9098,Beverly Hills,nan,178442.0,1.41,Managing Director,-3200377.0,88.01,1277687,73405268,"Arts, Culture, Humanities : Performing Arts ",-226590.0,88.49,0,8286285,CA,6461067
5298,100.0,258619,United Palestinian Appeal,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5983,Washington,nan,115037.0,0.63,Executive Director,-519567.0,95.0,220656,3951861,"International : Development and Relief Services , ",152825.0,96.46,0,17577487,DC,17384370
5299,93.0,3600884,United Methodist Committee on Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10278,Atlanta,nan,127202.0,0.22,Deputy General Secretary,-10018033.0,91.38,553706,93189738,International : Development and Relief Services ,13683501.0,92.14,0,51359728,GA,22666043
5300,85.0,162502,United Jewish Federation of Princeton Mercer Bucks,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10337,Lawrenceville,nan,,,nan,-61489.0,67.21,188816,1767954,"Community Development : Jewish Federations , ",30236.0,74.5,0,773076,NJ,1021797
5301,85.0,370446,Warner Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8920,Torrington,nan,95000.0,2.78,Executive Director,-509306.0,81.15,262977,9395366,"Arts, Culture, Humanities : Performing Arts ",202551.0,82.96,0,2772201,CT,796554
5302,74.0,366001,United Jewish Community of the Virginia Peninsula,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14123,Newport News,nan,150000.0,8.86,Executive Director,-202012.0,87.69,68787,5450809,Human and Civil Rights : Advocacy and Education ,-12238.0,79.65,0,1258105,VA,990668
5303,96.0,2720558,United Hospital Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5988,New York,nan,467645.0,4.09,President,-5570593.0,75.28,907878,88956561,Research and Public Policy : Social and Public Policy Research ,576998.0,82.29,0,7778426,NY,5141751
5304,93.0,317814,Walter Hoving Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10209,Garrison,nan,80281.0,2.99,President,-3117.0,97.18,124029,4000924,Health : Treatment and Prevention Services ,-23454.0,94.66,0,2240999,NY,2563490
5305,100.0,1322937,United Hospice of Rockland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12582,New City,nan,138583.0,1.81,Executive Director,258452.0,78.48,242959,16743904,Human Services : Social Services ,303667.0,84.78,0,6077402,NY,819810
5306,66.0,145501,United Holy Land Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17403,Burbank,nan,72046.0,5.82,Executive Director,1125166.0,95.44,108092,3077894,"International : Development and Relief Services , ",-179203.0,75.74,0,982776,IL,2540738
5307,90.0,136757,United for a Fair Economy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8892,Boston,nan,83716.0,8.83,Executive Director,156009.0,71.31,127734,243743,Research and Public Policy : Social and Public Policy Research ,888.0,78.51,0,683296,MA,1083417
5308,100.0,598123,United Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4604,Mesa,nan,112195.0,0.27,"President, CEO",225553.0,86.17,608758,5171825,"Human Services : Food Banks, Food Pantries, and Food Distribution ",134670.0,90.22,0,40297034,AZ,41186572
5309,97.0,117926,United Community Ministries (UCM of Alexandria),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8588,Alexandria,nan,105000.0,2.07,Executive Director,177811.0,78.33,386180,1344441,Human Services : Social Services ,104527.0,84.53,0,4561065,VA,3846736
5310,73.0,38738,United Food Bank and Services of Plant City,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15865,Plant City,nan,64306.0,2.78,Executive Director,175915.0,92.5,45836,726430,"Human Services : Food Banks, Food Pantries, and Food Distribution ",61959.0,80.18,0,2220512,FL,2419042
5311,93.0,1094163,United Methodist Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10237,Montgomery,nan,151535.0,2.58,"President, CEO",-471120.0,79.21,415242,33609081,Human Services : Children's and Family Services ,1117194.0,84.48,0,4361042,AL,2241564
5312,81.0,356187,United Breast Cancer Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11800,Huntington,nan,190000.0,2.05,Executive Director,657939.0,63.31,3234255,684046,"Health : Diseases, Disorders, and Disciplines ",3.0,70.78,0,5671929,NY,9920307
5313,89.0,619225,United Methodist Community House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15760,Grand Rapids,nan,105248.0,5.24,CEO,33959.0,78.68,107515,1531119,Human Services : Social Services ,21261.0,83.03,0,1279953,MI,929805
5314,96.0,8462615,United Nations Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5547,Washington,nan,355243.0,0.3,"President, CEO",-19381355.0,87.5,6162157,296473570,"International : International Peace, Security, and Affairs ",5310429.0,90.71,0,102415847,DC,91759666
5315,92.0,1240529,United Board for Christian Higher Education in Asia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9883,New York,nan,304884.0,4.49,President,8585209.0,73.24,740520,116403681,"Religion : Religious Activities , ",12723765.0,80.25,0,4795387,NY,2637880
5316,96.0,55655,United Arts Council of Raleigh and Wake County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15826,Raleigh,nan,78012.0,5.71,President,14164.0,83.16,172287,695902,"Arts, Culture, Humanities : Performing Arts ",-10604.0,87.76,0,1136046,NC,1359299
5317,97.0,107591,United Arts of Central Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5568,Maitland,nan,167380.0,2.85,"President, CEO",470677.0,78.17,539950,2237427,"Arts, Culture, Humanities : Performing Arts , ",3173.0,84.41,0,5219554,FL,5241308
5318,81.0,87707,United Arts Council of Greater Greensboro,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15825,Greensboro,nan,121901.0,4.69,President/CEO,-490819.0,97.5,120060,2294072,"Arts, Culture, Humanities : Performing Arts ",28985.0,86.44,0,2387148,NC,1814425
5319,100.0,222511,United Ability,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5618,Birmingham,nan,104438.0,0.92,Executive Director,-153824.0,94.55,458385,38638201,"Health : Diseases, Disorders, and Disciplines ",278562.0,96.14,0,10561656,AL,7609980
5320,96.0,1026320,Unitarian Universalist Service Committee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4599,Cambridge,nan,201478.0,2.03,"President, CEO",-1053130.0,96.41,737173,25719816,"International : International Peace, Security, and Affairs ",575892.0,96.19,0,8133079,MA,8141734
5321,96.0,1873000,"Union Rescue Mission, Los Angeles",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4597,Los Angeles,nan,100930.0,0.45,Chief Executive Officer,3974000.0,84.13,3324000,31187000,Human Services : Homeless Services ,592000.0,88.42,0,16804000,CA,24990000
5322,96.0,983769,Union Station Homeless Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7996,Pasadena,nan,209394.0,2.61,Chief Executive Officer,-1018190.0,90.01,839226,17343832,Human Services : Homeless Services ,389847.0,92.39,0,6187085,CA,6602043
5323,96.0,212198,Walking Mountains Science Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12985,Avon,nan,105853.0,3.45,President,1975163.0,97.35,258097,13709413,Education : Youth Education Programs and Services ,16137.0,96.6,0,2592641,CO,4104835
5324,93.0,635033,United Friends of the Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6465,Los Angeles,nan,80965.0,1.12,"President, CEO",85091.0,96.27,561959,7195665,"Human Services : Youth Development, Shelter, and Crisis Services ",23713.0,94.39,0,6031367,CA,7289737
5325,62.0,576786,Walker Cancer Research Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5417,Aberdeen,nan,146500.0,1.72,President,-575851.0,0.0,7478689,8861626,"Health : Diseases, Disorders, and Disciplines ",14002.0,24.35,0,452184,MD,7734959
5326,84.0,39653,United American Patriots,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16964,Kernersville,nan,,,President,-74567.0,90.0,47951,270048,Human Services : Social Services ,290.0,86.65,0,1762082,NC,1774829
5327,82.0,4915367,Walker Art Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8227,Minneapolis,nan,496355.0,1.9,Executive Director,-583730.0,91.53,1233747,290865672,"Arts, Culture, Humanities : Museums ",3874172.0,85.93,0,19857541,MN,17138539
5328,96.0,791187,Walk Thru the Bible,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4708,Peachtree Corners,nan,186346.0,4.48,"President, CEO",-974562.0,64.69,639023,853868,Religion : Religious Media and Broadcasting ,234404.0,74.87,0,2724800,GA,2732348
5329,89.0,817726,The W. Haywood Burns Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16544,Oakland,nan,232590.0,6.35,"Executive Director, President",964348.0,80.56,123132,2099887,Human and Civil Rights : Advocacy and Education ,32230.0,84.2,0,2719418,CA,4223633
5330,89.0,484316,Wakeman Boys & Girls Club,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14887,Southport,nan,145957.0,5.89,Executive Director,-343104.0,83.42,214447,12019295,"Human Services : Youth Development, Shelter, and Crisis Services ",121057.0,85.93,0,1775865,CT,1432038
5331,89.0,2141450,Wadsworth Atheneum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4705,Hartford,nan,40000.0,0.32,Chief Executive Officer,-4336232.0,89.23,530841,128178962,"Arts, Culture, Humanities : Museums ",2767839.0,89.11,0,9728758,CT,4275730
