accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
89.00,"$91,721",Pesticide Action Network North America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5815, ' Berkeley,,"$100,728",3.95%,Executive Director,"$-235,840",84.63,"$193,682","$1,044,102",Environment : Environmental Protection and Conservation ,"$5,589",86.63,$0,"$2,258,761",CA,"$2,267,438"
89.00,"$286,528",The Permian Basin Petroleum Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15212, '\r\n\t\t\tMidland,,"$99,710",6.06%,Executive Director,"$952,412",94.10,"$170,157","$40,915,804","Arts, Culture, Humanities : Museums ","$732,801",91.17,$0,"$1,188,431",TX,"$1,744,235"
96.00,"$907,073",People's Light & Theatre Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14391, '\r\n\t\t\tMalvern,,"$140,890",2.45%,"Artistic Director, CEO","$3,049,094",90.59,"$433,578","$15,318,001","Arts, Culture, Humanities : Performing Arts ","$491,514",92.76,$0,"$4,405,911",PA,"$6,409,168"
100.00,"$669,389",People's City Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8428, '\r\n\t\t\tLincoln,,"$92,454",0.67%,Chief Executive Officer,"$-127,643",87.50,"$380,364","$2,774,159",Human Services : Homeless Services ,"$486,273",91.16,$0,"$12,685,700",NE,"$13,116,180"
100.00,"$414,554",People's Resource Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7943, '\r\n\t\t\tWheaton,,"$141,740",1.56%,Executive Director,"$169,636",90.29,"$279,201","$6,136,357",Human Services : Social Services ,"$349,381",93.13,$0,"$8,390,561",IL,"$8,904,571"
52.00,"$62,888",People's Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12463, ' Washington,,,--\r\n                 ,Executive Director,"$-165,967",81.01,"$40,205","$35,816",Human and Civil Rights : Advocacy and Education ,$0,63.49,$0,"$391,165",DC,"$328,291"
55.00,"$188,904",People's Action Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14546, '\r\n\t\t\tSeattle,,None reported\r\n                 ,--\r\n                 ,,"$-3,336,936",82.50,"$157,302","$385,307",Human and Civil Rights : Advocacy and Education ,"$2,030",65.85,$0,"$4,300,833",WA,"$1,287,363"
82.00,"$631,829",People for the Ethical Treatment of Animals,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4314, '\r\n\t\t\tNorfolk,,"$36,986",0.08%,President,"$16,332,671",87.27,"$6,692,500","$32,939,823","Animals : Animal Rights, Welfare, and Services ","$-1,102,901",84.41,$0,"$38,790,001",VA,"$63,070,410"
88.00,"$477,844",People For the American Way Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4313, ' Washington,,"$129,685",2.65%,President,"$-662,320",78.86,"$765,463","$8,246,719",Human and Civil Rights : Advocacy and Education ,"$36,429",82.81,$0,"$3,646,873",DC,"$4,191,431"
85.00,"$79,025",People for Care and Learning,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12876, '\r\n\t\t\tMobile,,"$50,594",4.88%,Executive Director,"$-130,710",82.50,"$50,084","$327,938",International : Development and Relief Services ,"$2,319",83.70,$0,"$905,745",AL,"$901,825"
66.00,"$116,498",People for Bikes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14657, ' Boulder,,,--\r\n                 ,President,"$119,319",82.50,"$123,879","$862,382",Research and Public Policy : Social and Public Policy Research ,$622,72.96,"$30,000","$2,282,760",CO,"$2,641,834"
100.00,"$1,069,071",Pensacola Habitat for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9858, '\r\n\t\t\tPensacola,,"$101,529",1.86%,Executive Director,"$670,472",86.70,"$176,501","$38,360,530",Community Development : Housing and Neighborhood Development ,"$3,243,903",90.59,"$28,297","$4,190,259",FL,"$2,862,400"
100.00,"$717,987",Pennsylvania SPCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7626, '\r\n\t\t\tPhiladelphia,,"$85,811",0.90%,CEO,"$-832,885",84.14,"$1,055,683","$24,947,680","Animals : Animal Rights, Welfare, and Services ","$508,471",88.78,$0,"$7,750,664",PA,"$6,060,896"
82.00,"$150,729",Penrickton Center for Blind Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9216, '\r\n\t\t\tTaylor,,"$143,274",6.67%,Executive Director,"$-325,770",97.11,"$43,357","$8,116,487",Human Services : Social Services ,"$359,664",87.10,$0,"$1,951,753",MI,"$1,460,405"
85.00,"$279,974",Pennsylvania Family Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12747, '\r\n\t\t\tHarrisburg,,"$131,372",9.17%,President,"$53,333",81.51,"$59,004","$501,536",Human and Civil Rights : Advocacy and Education ,"$48,547",83.16,$0,"$1,093,206",PA,"$1,436,970"
89.00,"$365,260",Pennsylvania Environmental Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5144, ' Pittsburgh,,"$158,268",4.94%,"President, CEO","$-695,150",88.17,"$59,259","$1,978,801",Environment : Environmental Protection and Conservation ,"$-115,283",88.57,$0,"$2,774,785",PA,"$2,409,665"
89.00,"$3,413,758",Pennsylvania Ballet,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6066, ' Philadelphia,,"$177,020",1.28%,Executive Director,"$-2,000,146",84.07,"$560,809","$15,354,839","Arts, Culture, Humanities : Performing Arts ","$224,560",86.31,$0,"$9,772,627",PA,"$6,058,922"
89.00,"$796,065",Pennsylvania Adult & Teen Challenge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5087, ' Rehrersburg,,"$52,779",1.06%,Chief Executive Officer,"$205,602",90.19,"$258,095","$5,872,824",Health : Treatment and Prevention Services ,"$86,028",89.57,$0,"$3,902,601",PA,"$3,672,526"
93.00,"$492,165",PennFuture,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6116, '\r\n\t\t\tHarrisburg,,"$79,615",3.01%,President & CEO,"$1,220,680",77.96,"$394,991","$3,595,417",Environment : Environmental Protection and Conservation ,"$123,535",83.64,$0,"$1,749,929",PA,"$3,697,291"
100.00,"$2,571,905",Peninsula Metropolitan Young Men's Christian Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8298, ' Newport News,,"$261,501",1.40%,Chief Executive Officer,"$2,657,266",89.34,"$161,131","$38,090,290",Human Services : Multipurpose Human Service Organizations ,"$542,708",92.46,"$227,276","$15,872,027",VA,"$4,161,875"
97.00,"$563,836",Peninsula Jewish Community Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5835, '\r\n\t\t\tFoster City,,"$71,179",0.37%,Executive Director,"$-2,334,849",91.66,"$304,926","$21,149,494",Human Services : Multipurpose Human Service Organizations ,"$459,396",93.73,$0,"$18,309,233",CA,"$1,104,325"
78.00,"$2,024,896",Peninsula Humane Society & SPCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11790, '\r\n\t\t\tBurlingame ,,"$446,491",3.70%,President,"$1,290,790",86.10,"$962,269","$37,684,293","Animals : Animal Rights, Welfare, and Services ","$1,005,849",81.59,$0,"$9,057,814",CA,"$6,109,932"
96.00,"$176,902",Peninsula Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8732, '\r\n\t\t\tPalos Verdes Estates,,,--\r\n                 ,Executive Director,"$-427,183",90.44,"$279,083","$4,947,005","Education : Scholarship and Financial Support , ","$152,832",92.67,$0,"$4,160,580",CA,"$2,966,483"
100.00,"$152,770",Pendleton Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13933, '\r\n\t\t\tGreenville,,"$87,715",4.72%,Executive Director,"$-23,425",87.75,"$188,048","$2,747,645",Human Services : Children's and Family Services ,"$136,448",91.33,$0,"$1,515,655",SC,"$1,678,736"
89.00,"$152,125",PENCIL Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14342, ' Nashville,,,--\r\n                 ,President,"$421,748",92.18,"$239,131","$1,140,156",Education : Youth Education Programs and Services ,"$86,033",90.45,$0,"$2,110,702",TN,"$2,837,673"
89.00,"$623,998",Pendle Hill,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7789, '\r\n\t\t\tWallingford,,"$69,754",2.58%,Executive Director,"$-1,399,072",67.93,"$379,655","$10,493,107",Religion : Religious Activities ,"$-636,765",76.02,$0,"$1,699,028",PA,"$670,230"
100.00,"$349,659",PENCIL,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11520, ' New York,,"$247,829",7.92%,President,"$-280,818",70.11,"$690,763","$2,496,362",Education : Adult Education Programs and Services ,"$93,521",78.86,$0,"$2,086,464",NY,"$2,752,547"
96.00,"$333,770",PEN American Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11411, ' New York,,"$274,738",5.76%,Executive Director,"$-213,847",86.48,"$973,409","$4,765,479","Arts, Culture, Humanities : Performing Arts ","$85,153",90.03,$0,"$3,456,730",NY,"$4,348,221"
100.00,"$734,986",Peggy Adams Animal Rescue League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6301, '\r\n\t\t\tWest Palm Beach,,"$186,383",2.08%,Executive Director,"$-2,801,653",97.50,"$641,008","$84,924,672","Animals : Animal Rights, Welfare, and Services ","$772,413",98.23,$0,"$7,551,316",FL,"$3,344,243"
63.00,"$67,206",PearlPoint Cancer Support,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11295, ' Nashville,,,--\r\n                 ,President & CEO,"$-746,669",77.62,"$72,850","$492,615",Health : Patient and Family Support ,"$1,726",69.42,$0,"$809,495",TN,"$201,156"
56.00,"$200,383",Pegasus Therapeutic Riding,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15615, '\r\n\t\t\tBrewster,,None reported\r\n                 ,--\r\n                 ,,"$1,158,024",67.37,"$303,740","$5,313,675",Health : Patient and Family Support ,"$-3,766",61.26,$0,"$776,382",NY,"$2,377,842"
86.00,"$342,101",Peacemaker Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10436, ' Colorado Springs,,"$75,060",8.71%,"President, CEO","$-465,029",62.50,"$91,422","$235,614",Religion : Religious Activities ,"$-103,988",71.69,$0,"$427,967",CO,"$325,771"
89.00,"$308,003",Peace First,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9242, ' Boston,,"$164,552",9.13%,"President, CEO","$-854,375",68.45,"$226,988","$567,202","Human Services : Youth Development, Shelter, and Crisis Services ",$0,76.37,$0,"$1,266,195",MA,"$924,749"
100.00,"$332,444",PeacePlayers International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11444, ' Washington,,"$218,269",7.42%,Executive Director,"$-52,940",85.42,"$222,960","$958,835",Human Services : Multipurpose Human Service Organizations ,"$-36,106",89.69,$0,"$2,383,094",DC,"$2,879,795"
77.00,"$65,548",Peace Action Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6232, ' Silver Spring,,None reported\r\n                 ,--\r\n                 ,,"$104,805",82.80,"$45,206","$389,496","International : International Peace, Security, and Affairs ","$-2,626",79.69,$0,"$400,800",MD,"$618,985"
100.00,"$169,769",Pediatric Cancer Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6469, ' Irvine,,"$163,846",7.77%,Executive Director,"$549,099",78.37,"$335,396","$1,988,294","Health : Medical Research , ","$-313,928",84.70,$0,"$1,603,280",CA,"$2,971,472"
86.00,"$5,559,512",Peabody Essex Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4308, ' Salem,,"$712,888",2.05%,Executive Director,"$121,815,263",88.75,"$3,369,408","$589,157,728","Arts, Culture, Humanities : Museums ","$14,137,964",87.30,$0,"$25,782,435",MA,"$140,249,860"
100.00,"$766,463",Pearl Buck Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15217, '\r\n\t\t\tEugene,,"$92,333",1.91%,Executive Director,"$288,151",95.52,"$245,124","$6,749,795",Human Services : Social Services ,"$191,813",96.83,$0,"$3,806,448",OR,"$4,125,067"
90.00,"$247,136",Peaceful Valley Donkey Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10710, '\r\n\t\t\tSan Angelo,,"$60,630",2.27%,Executive Director,"$215,948",68.42,"$643,196","$1,264,758",Animals : Wildlife Conservation ,"$-1,910",76.57,$0,"$1,769,691",TX,"$2,877,881"
97.00,"$103,654",Pearl S. Buck International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8089, '\r\n\t\t\tPerkasie,,"$150,334",7.17%,"President, CEO","$611,809",79.31,"$196,933","$3,181,848",International : Development and Relief Services ,"$121,703",85.21,$0,"$1,794,584",PA,"$2,477,182"
74.00,"$111,729",PAWS/LA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11963, '\r\n\t\t\tLos Angeles,,"$92,500",7.85%,Executive Director,"$436,745",84.92,"$51,922","$941,532","Animals : Animal Rights, Welfare, and Services ","$39,305",78.74,$0,"$1,013,870",CA,"$1,574,961"
100.00,"$702,850",Pediatric Brain Tumor Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8067, '\r\n\t\t\tAsheville,,"$151,139",2.78%,"President, CEO","$-44,236",70.78,"$500,616","$1,544,493",Health : Medical Research ,"$-66,414",79.33,$0,"$4,226,619",NC,"$5,452,263"
96.00,"$404,240",Paws With A Cause,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4307, '\r\n\t\t\tWayland,,"$110,777",2.85%,Chief Executive Officer,"$31,746",92.61,"$300,473","$6,091,761","Animals : Animal Rights, Welfare, and Services ","$212,686",94.05,$0,"$3,169,723",MI,"$3,693,496"
96.00,"$593,528",PCI Media Impact,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4978, ' New York,,"$180,968",4.21%,Chief Executive Officer,"$127,916",92.50,"$191,751","$1,532,367","International : International Peace, Security, and Affairs ","$30,475",93.98,$0,"$3,510,798",NY,"$4,393,518"
96.00,"$81,198",Peace Development Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4880, ' Amherst,,None reported\r\n                 ,--\r\n                 ,,"$405,503",97.50,"$75,988","$1,262,901","International : International Peace, Security, and Affairs , ","$12,751",96.66,$0,"$2,548,065",MA,"$2,954,952"
100.00,"$761,440",PAWS Chicago,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6151, '\r\n\t\t\tChicago,,"$93,507",0.79%,Chief Executive Officer,"$5,653,301",100.00,"$526,584","$40,061,643","Animals : Animal Rights, Welfare, and Services ","$354,685",100.00,$0,"$10,446,993",IL,"$14,959,514"
89.00,"$1,336,324",PBS Hawaii,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16013, '\r\n\t\t\tHonolulu,,None reported\r\n                 ,--\r\n                 ,,"$11,804,512",85.70,"$930,400","$39,923,930","Arts, Culture, Humanities : Public Broadcasting and Media ","$124,125",87.24,$0,"$5,437,505",HI,"$19,382,475"
93.00,"$195,609",PAWS (Progressive Animal Welfare Society),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5775, '\r\n\t\t\tLynnwood,,"$121,993",2.82%,CEO,"$10,172,965",87.95,"$813,473","$22,415,103","Animals : Animal Rights, Welfare, and Services ","$141,405",90.14,$0,"$3,311,570",WA,"$13,639,075"
66.00,"$506,855",The Pav YMCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15273, '\r\n\t\t\tBerwyn,,"$85,280",3.12%,"Executive Director, CEO","$-121,325",87.65,"$98,632","$2,922,743",Human Services : Multipurpose Human Service Organizations ,"$41,089",74.42,"$49,560","$2,121,277",IL,"$1,505,615"
100.00,"$362,547",Paul Anderson Youth Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10268, '\r\n\t\t\tVidalia,,"$71,532",3.14%,Board Vice Chair,"$-181,751",92.60,"$229,307","$2,770,820","Human Services : Youth Development, Shelter, and Crisis Services ","$350,549",94.76,$0,"$1,679,829",GA,"$1,508,663"
89.00,"$167,445",Paul's Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12237, '\r\n\t\t\tBaltimore,,"$149,009",4.53%,Executive Director,"$-61,033",88.60,"$506,984","$5,780,199",Human Services : Homeless Services ,"$209,318",88.79,$0,"$2,612,688",MD,"$3,016,766"
89.00,"$452,419",Paul Taylor Dance Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9275, ' New York,,"$187,253",2.03%,Executive Director,"$-3,272,475",95.00,"$808,831","$7,216,042","Arts, Culture, Humanities : Performing Arts ","$79,184",91.45,$0,"$7,950,066",NY,"$3,622,925"
89.00,"$5,383,660",Patient Services Incorporated,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7168, '\r\n\t\t\tMidlothian,,"$628,558",0.57%,President,"$-14,665,120",100.00,"$1,076,379","$105,646,424",Health : Patient and Family Support ,"$427,882",92.22,$0,"$103,631,772",VA,"$94,998,809"
85.00,"$931,858","Patrick Henry Family Services, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7647, '\r\n\t\t\tLynchburg,,"$105,000",2.04%,Executive Director,"$-628,150",86.11,"$566,924","$46,813,989","Human Services : Youth Development, Shelter, and Crisis Services ","$2,559,271",85.54,$0,"$3,637,704",VA,"$1,170,790"
85.00,"$394,333",Pathways.org,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15352, ' Glenview,,None reported\r\n                 ,--\r\n                 ,,"$267,615",87.56,"$69,104","$989,051",Health : Treatment and Prevention Services ,"$54,822",86.22,$0,"$2,778,894",IL,"$2,328,067"
96.00,"$1,194,927",Patient Advocate Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12466, '\r\n\t\t\tHampton,,"$163,534",0.23%,Executive Director,"$91,746,276",97.50,"$1,169,671","$170,193,997",Health : Patient and Family Support ,"$712,057",96.66,$0,"$66,863,193",VA,"$156,959,512"
96.00,"$253,657",PATH (People Attempting to Help),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12485, '\r\n\t\t\tTyler,,"$84,660",3.78%,Executive Director,"$-449,486",98.04,"$106,832","$4,218,829",Human Services : Social Services ,"$-217,613",96.85,$0,"$1,878,049",TX,"$2,006,665"
66.00,"$199,512",Patriot Paws Service Dogs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17615, '\r\n\t\t\tRockwall,,"$99,318",6.98%,Executive Director,"$2,251,583",89.21,"$120,443","$3,411,459","Animals : Animal Rights, Welfare, and Services ","$12,234",74.77,$0,"$1,102,156",TX,"$3,661,460"
97.00,"$10,689,845",Pathfinder International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4306, ' Watertown,,"$405,228",0.30%,President,"$-2,328,238",87.50,"$3,437,679","$28,574,398",International : Development and Relief Services ,"$535,440",90.91,$0,"$118,395,164",MA,"$129,659,010"
100.00,"$46,819,702",PATH,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17560, ' Seattle,,"$607,729",0.21%,President & CEO,"$-6,154,098",86.10,"$3,575,067","$571,504,801","International : Development and Relief Services ,This rating represents consolidated financial data for these organizations:","$5,170,980",90.17,$0,"$238,707,389",WA,"$277,752,285"
100.00,"$341,788",PATH Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9611, '\r\n\t\t\tAtlanta,,"$345,183",1.80%,Executive Director,"$-1,814,620",100.00,"$306,641","$14,752,192",Environment : Environmental Protection and Conservation ,"$44,752",100.00,$0,"$18,437,996",GA,"$17,227,053"
100.00,"$158,202",Pat Tillman Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13188, ' Chicago,,"$25,000",0.78%,Chief Executive Officer,"$182,358",87.94,"$470,799","$2,650,424",Human and Civil Rights : Advocacy and Education ,"$28,282",91.47,$0,"$2,555,691",IL,"$3,338,768"
100.00,"$327,689",Paterson Habitat for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9897, '\r\n\t\t\tPaterson,,"$85,999",3.16%,Executive Director,"$3,180,277",82.50,"$284,704","$8,469,496",Community Development : Housing and Neighborhood Development ,"$47,340",87.62,$0,"$2,104,431",NJ,"$2,756,926"
92.00,"$458,740",Pastoral Leadership Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14130, '\r\n\t\t\tWheaton,,"$75,420",5.26%,Executive Co-Leader,"$-117,250",58.82,"$254,025","$799,651",Religion : Religious Activities ,"$3,888",70.33,$0,"$720,748",IL,"$988,054"
89.00,"$919,260",Pastoral Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14574, '\r\n\t\t\tColumbus,,"$129,811",3.41%,CEO,"$-183,838",79.45,"$118,848","$21,318,452",Human Services : Social Services ,"$780,852",83.51,$0,"$2,761,336",GA,"$819,978"
93.00,"$219,647",Pasado's Safe Haven,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6634, '\r\n\t\t\tSultan,,"$107,492",4.08%,Executive Director,"$-483,921",96.10,"$256,074","$4,170,000","Animals : Animal Rights, Welfare, and Services ","$101,044",94.33,$0,"$2,154,239",WA,"$1,902,149"
97.00,"$2,057,464",Partnership With Native Americans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6293, ' Addison,,"$256,975",0.54%,"President, CEO","$-2,591,822",67.07,"$17,287,804","$19,335,989",Human Services : Social Services ,"$694,923",76.61,$0,"$27,934,484",TX,"$43,993,007"
96.00,"$854,844",Pasadena Humane Society & SPCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8841, '\r\n\t\t\tPasadena,,"$192,845",1.99%,"President, CEO","$5,810,722",87.71,"$800,883","$35,311,960","Animals : Animal Rights, Welfare, and Services ","$1,339,666",90.86,$0,"$7,992,899",CA,"$10,366,232"
89.00,"$402,107",Pasadena Conservatory of Music,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16004, '\r\n\t\t\tPasadena,,"$130,950",4.37%,Executive Director,"$-36,964",94.91,"$182,802","$9,819,499","Arts, Culture, Humanities : Performing Arts ","$-15,967",91.42,$0,"$2,405,752",CA,"$907,787"
81.00,"$489,302",Partnership for the Homeless,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11933, ' New York,,"$211,872",5.78%,President,"$743,362",74.95,"$513,433","$2,638,776",Human Services : Homeless Services ,"$-76,850",77.76,$0,"$2,659,195",NY,"$4,482,142"
100.00,"$468,873",Partnership for Public Service,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10008, ' Washington,,"$455,000",2.57%,President & Chief Executive Officer,"$-774,168",95.00,"$1,101,697","$17,031,422",Research and Public Policy : Social and Public Policy Research ,"$890,825",96.46,$0,"$16,100,891",DC,"$6,879,457"
54.00,"$55,796",Partnership for Learning,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8880, ' Seattle,,None reported\r\n                 ,--\r\n                 ,President,"$265,302",100.00,"$30,510","$1,145,465",Education : Education Policy and Reform ,$60,67.47,$0,"$849,363",WA,"$1,200,911"
96.00,"$192,816",Partnership for After School Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6754, ' New York,,"$108,568",6.51%,Executive Director,"$-109,321",72.16,"$243,733","$326,184",Education : Youth Education Programs and Services ,"$-78,911",80.11,$0,"$1,230,511",NY,"$1,546,941"
96.00,"$480,528",Partnership for Drug-Free Kids,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4301, ' New York,,"$253,500",3.83%,President & CEO,"$-2,303,947",87.24,"$494,026","$10,074,885",Health : Treatment and Prevention Services ,"$454,359",90.54,$0,"$5,629,000",NY,"$3,845,248"
81.00,"$687,031",Partnership for Excellence in Jewish Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15592, ' Boston,,"$125,600",4.12%,Executive Director,"$-1,040,422",74.34,"$30,686","$1,205,589",Education : Scholarship and Financial Support ,"$3,838",77.42,$0,"$2,327,006",MA,"$1,590,290"
93.00,"$356,525",Partnership Against Domestic Violence,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12605, '\r\n\t\t\tAtlanta,,"$8,077",0.26%,President And CEO,"$-71,243",93.55,"$363,966","$7,299,206",Human Services : Social Services ,"$-33,893",93.26,$0,"$2,370,929",GA,"$3,047,740"
96.00,"$1,370,805",Partnership with Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11063, ' New York,,"$257,781",2.16%,Executive Director,"$-61,129",94.82,"$588,308","$6,717,377",Education : Youth Education Programs and Services ,"$76,835",95.37,$0,"$9,928,934",NY,"$11,512,009"
100.00,"$350,599",Partners Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6162, '\r\n\t\t\tGrand Rapids,,"$106,661",2.22%,"President, CEO","$-117,118",91.34,"$485,693","$12,703,205",International : Development and Relief Services ,"$171,596",93.87,$0,"$3,960,485",MI,"$4,466,800"
92.00,"$9,498,340",Partners In Health,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4884, ' Boston,,"$93,478",0.06%,Chief Executive Officer,"$-36,155,290",95.00,"$4,198,916","$66,638,781",International : Development and Relief Services ,"$1,295,243",93.32,$0,"$131,525,227",MA,"$107,681,982"
78.00,"$134,194",Partners Relief and Development,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12481, '\r\n\t\t\tAurora,,"$120,000",5.31%,Chief Executive Officer,"$125,379",83.85,"$267,169","$212,508",International : Development and Relief Services ,"$2,223",80.70,$0,"$1,855,013",CO,"$2,379,532"
92.00,"$742,257",The Parrish Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6697, '\r\n\t\t\tWater Mill,,"$280,000",4.58%,Director,"$-788,920",78.39,"$1,310,919","$39,067,542","Arts, Culture, Humanities : Museums ","$191,087",83.70,$0,"$4,054,036",NY,"$4,065,011"
73.00,"$369,590",Partners for Sacred Places,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12536, ' Philadelphia,,"$128,314",7.67%,Executive Director,"$2,522,883",76.62,"$151,540","$3,169,250","Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ","$8,026",74.74,$0,"$1,151,656",PA,"$3,589,582"
78.00,"$291,688",Parkinson's Unity Walk,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13049, ' Kingston,,None reported\r\n                 ,--\r\n                 ,Executive Director,"$7,004",53.85,"$659,729","$434,457","Health : Medical Research , ","$4,000",63.84,$0,"$1,514,172",NJ,"$2,468,593"
97.00,"$653,123",Parkinson's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4298, ' New York,,"$270,000",2.74%,President,"$-451,172",72.57,"$1,790,345","$6,968,056","Health : Diseases, Disorders, and Disciplines , ","$176,845",80.48,$0,"$7,406,287",NY,"$9,221,738"
89.00,"$2,148,540",Parkinson's Institute and Clinical Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6435, '\r\n\t\t\tSunnyvale,,"$350,100",4.05%,Chief Executive Officer,"$234,897",67.18,"$638,237","$2,329,551",Health : Medical Research ,"$-38,791",75.52,$0,"$5,854,568",CA,"$6,522,248"
77.00,"$261,336",Parkinson Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11836, ' Sarasota,,"$102,850",5.96%,Director,"$-271,025",52.50,"$637,186","$588,290","Health : Diseases, Disorders, and Disciplines ","$45,870",62.68,$0,"$825,458",FL,"$1,407,085"
