Year,Donor,Where Donor Lives,Donor's Source of Wealth,Recipient,Recipient Location,Cause,Gift type,Gift Value
2018,Mark and Bonnie Goldenberg,Illinois,Law,U. of Illinois Division of Intercollegiate Athletics (Champaign),Illinois,Colleges and universities,Pledge,"$1,200,000 "
2018,Owen Dugmore,Washington,Education,Central Washington U. (Ellensburg),Washington,Colleges and universities,Bequest,"$1,200,000 "
2018,Trish Ring,North Carolina,"Education, Hotels",U. of Florida (Gainesville),Florida,Colleges and universities,Gift,"$1,100,000 "
2018,Michael Jordan,North Carolina,Professional Sports,"Foundation for the Carolinas (Charlotte, N.C.)",North Carolina,Community foundations,Gift,"$1,000,000 "
2018,Michael Jordan,North Carolina,Professional Sports,American Red Cross (Washington),District of Columbia,Human and social services,Gift,"$1,000,000 "
2018,Marc Leder,Florida,Finance,"U. of Pennsylvania, Institute of Contemporary Art (Philadelphia)",Pennsylvania,Colleges and universities,Gift,"$1,000,000 "
2018,John and Sharon Sheehan,Connecticut,Manufacturing,St. Bonaventure U. (N.Y.),New York,Colleges and universities,Pledge,"$1,000,000 "
2018,Peyton Manning,Indiana,Professional Sports,U. of Tennessee at Knoxville,Tennessee,Colleges and universities,Gift,"$1,000,000 "
2018,Craig Newmark,California,Advertising,Mother Jones Investigative Fund (San Francisco),California,Public affairs,Gift,"$1,000,000 "
2018,Dan and Sally Nolan,New York,Finance,Albany Law School (N.Y.),New York,Colleges and universities,Gift,"$1,000,000 "
2018,Anonymous,,,St. Mary's U. (San Antonio),Texas,Colleges and universities,Gift,"$1,000,000 "
2018,Daniel and Debra Cane,Florida,Technology,Florida Atlantic U. (Boca Raton),Florida,Colleges and universities,Gift,"$1,000,000 "
2018,James and Mary Smith,Idaho,Health care,College of Idaho (Caldwell),Idaho,Colleges and universities,Gift,"$1,000,000 "
2018,Bruce and Diana Rauner,Illinois,Finance,Illinois Fairgrounds Foundation (Springfield),Illinois,Historic preservation,Gift,"$1,000,000 "
2018,Peter and Janet Tong,Wisconsin,Technology,U. of Wisconsin at Madison,Wisconsin,Colleges and universities,Gift,"$1,000,000 "
2018,Anonymous,,,College Art Association (New York),New York,Colleges and universities,Gift,"$1,000,000 "
2018,Michael and Billie Kubly,Wisconsin,Health care,U. of Wisconsin at Milwaukee,Wisconsin,Colleges and universities,Gift,"$1,000,000 "
2018,Peter and Barbara Ripp,Connecticut,,"Foundations in Education (Bridgeport, Conn.)",Connecticut,Religious groups,Gift,"$1,000,000 "
2018,William and Nancy Frederick,Pennsylvania,Entertainment,Pennsylvania Horticultural Society (Philadelphia),Pennsylvania,Other groups,Gift,"$1,000,000 "
2018,Bud and Suzanne Baker,North Carolina,Finance,YMCA of Northwest North Carolina (Winston-Salem),North Carolina,Other groups,Gift,"$1,000,000 "
2018,Jorge and Darlene Pérez,Florida,Real estate,Florida International U. (Miami),Florida,Colleges and universities,Gift,"$1,000,000 "
2018,Harris Family Charitable Foundation (Joshua and Marjorie Harris),New York,Finance,U. of Pennsylvania (Philadelphia),Pennsylvania,Colleges and universities,Pledge,"$1,000,000 "
2018,Gerri Aaron,Georgia,Telecommunications,"Westcoast Black Theatre Troupe (Sarasota, Fla.)",Florida,Arts,Gift,"$1,000,000 "
2018,Dave and Joan Rogers,New York,Real estate,Hospice Foundation of Western New York (Buffalo),New York,Health,Gift,"$1,000,000 "
2018,Robert DeKoven,California,Education,San Diego State U.,California,Colleges and universities,Pledge,"$1,000,000 "
2018,Harold and Arlene Schnitzer CARE Foundation (Arlene and Jordan Schnitzer),Oregon,"Family wealth, Real estate",Beaverton Arts Foundation (Ore.),Oregon,Arts,Gift,"$1,000,000 "
2018,Chris Rakhshan,Colorado,Manufacturing,U. of Arkansas for Medical Sciences (Little Rock),Arkansas,Colleges and universities,Gift,"$1,000,000 "
2018,Anna Mann,Florida,Media and entertainment,"Lord's Place Men's Campus (Boynton Beach, Fla.)",Florida,Human and social services,Gift,"$1,000,000 "
2018,Jared Mathis,California,Finance,"Laguna Playhouse (Newport Beach, Calif.)",California,Arts,Gift,"$1,000,000 "
2018,Anonymous,,,Wayne State U. (Detroit),Michigan,Colleges and universities,Gift,"$1,000,000 "
2018,Michael and Jacky Ferro Family Foundation (Michael Ferro Jr. and Jacky Ferro),Illinois,"Finance, Media and entertainment","Community Foundation of Anne Arundel County (Annapolis, Md.)",Maryland,Other groups,PledgeMatching,"$1,000,000 "
2018,Highest Hopes Foundation (Brendon Urie),New York,Entertainment,"Gay, Lesbian, and Straight Education Network (New York)",New York,Other groups,Pledge,"$1,000,000 "
2018,Kiki and David Gindler,California,,Los Angeles Master Chorale,California,Arts,Pledge,"$1,000,000 "
2018,Jolene McCaw,Washington,Telecommunications,JED Foundation (New York),New York,Health,PledgeChallenge,"$1,000,000 "
2018,Bob and Helen Haddad,Indiana,Industry,Columbus Indiana Philharmonic,Indiana,Arts,GiftChallenge,"$1,000,000 "
2018,William Pickard,Michigan,Manufacturing,Charles H. Wright Museum of African American History (Detroit),Michigan,Arts,Gift,"$1,000,000 "
2018,William Pickard,Michigan,Manufacturing,Motown Museum (Detroit),Michigan,Arts,Gift,"$1,000,000 "
2018,Iris Harrell and Ann Benson,California,Construction,Virginia Commonwealth U. (Richmond),Virginia,Colleges and universities,Pledge,"$1,000,000 "
2018,Albert Dotson Sr. and Earlene Dotson,Florida,"Consulting, Retail",Florida International U. (Miami),Florida,Colleges and universities,Gift,"$1,000,000 "
2018,Thomas Jones,Ohio,Health products,Public Library of Cincinnati and Hamilton County,Ohio,Museums and libraries,Gift,"$1,000,000 "
2018,Carl McNair Jr.,District of Columbia,Defense contracting,Easter Seals DC MD VA (Washington),District of Columbia,Human and social services,Gift,"$1,000,000 "
2018,Genevieve Via Cava,New Jersey,Education,Dumont Public Schools (N.J.),New Jersey,Education,Bequest,"$1,000,000 "
2018,Sunderland Foundation (Kent Sunderland),Kansas,Industry,"Washburn U. (Topeka, Kan.)",Kansas,Colleges and universities,Gift,"$1,000,000 "
2018,Anonymous,,,New York Women's Foundation,New York,Foundations,Gift,"$1,000,000 "
2018,Nick Hanauer,Washington,"Finance, Professional Sports",Alliance for Gun Responsibility Foundation (Seattle),Washington,Public safety,Gift,"$1,000,000 "
2018,Thomas and Jim Duff,Mississippi,Finance,U. of Mississippi (Oxford),Mississippi,Colleges and universities,Gift,"$1,000,000 "
2018,Winston Moore,Idaho,Real estate,College of Idaho (Caldwell),Idaho,Colleges and universities,Gift,"$1,000,000 "
2018,Samantha Rudd,California,Food and beverage,"Napa Valley Vintners (St. Helena, Calif.)",California,Other groups,Gift,"$1,000,000 "
2018,Robert Reeder III,New York,Law,Youngstown State U. (Ohio),Ohio,Colleges and universities,Gift,"$1,000,000 "
2018,Charles & Margery Barancik Foundation (Charles and Margery Barancik),Florida,Manufacturing,"Ringling College of Art and Design (Sarasota, Fla.)",Florida,Colleges and universities,Gift,"$1,000,000 "
2018,Leo and Kathryn Vecellio,Florida,Construction,Cleveland Clinic in Florida (Weston),Florida,Health,Gift,"$1,000,000 "
2018,Bob Barker,California,Media and entertainment,"Drury U. (Springfield, Mo.)",Missouri,Colleges and universities,Gift,"$1,000,000 "
2018,Kenya and Rainbow Barris,California,Entertainment,Clark Atlanta U.,Georgia,Colleges and universities,Gift,"$1,000,000 "
2018,Paul Allen,Washington,Technology,Alliance for Gun Responsibility Foundation (Seattle),Washington,Public safety,Gift,"$1,000,000 "
2018,Anonymous,,,"Open Medicine Foundation (Agoura Hills, Calif.)",California,Health,Gift,"$1,000,000 "
2018,Michael Lawrence,Pennsylvania,,"Humane Society of Kent County (Chestertown, Md.)",Maryland,Other groups,Gift,"$1,000,000 "
2018,George Newkome and Mary Jane Saunders,Florida,Education,"Kent State U. (Akron, Ohio)",Ohio,Colleges and universities,Gift,"$1,000,000 "
2018,Roger Hungerford,New York,Finance,"Seneca-Babcock Community Center (Buffalo, N.Y.)",New York,Human and social services,Gift,"$1,000,000 "
2018,Dan and Gail Alexander,New York,Health care,"Seneca-Babcock Community Center (Buffalo, N.Y.)",New York,Human and social services,Gift,"$1,000,000 "
2018,Maria Cardamone and Gordon Paul Matthews,California,Finance,Academy of St. Martin in the Fields (England),,Arts,Gift,"$1,000,000 "
2018,Herbert and Nicole Wertheim,Florida,"Health products, Invention",Florida International U. (Miami),Florida,Colleges and universities,Pledge,"$1,000,000 "
2018,Peter Knox IV,Georgia,Finance,Augusta State U. (Ga.),Georgia,Colleges and universities,Gift,"$1,000,000 "
2018,Peter Knox IV,Georgia,Finance,"Paine College (Augusta, Ga.)",Georgia,Colleges and universities,Gift,"$1,000,000 "
2018,Sylvia Bloom,New York,Investments,Hunter College (New York),New York,Colleges and universities,Bequest,"$1,000,000 "
2018,Irvin and Pamela Reid,Michigan,Education,Howard U. (Washington),District of Columbia,Colleges and universities,Gift,"$1,000,000 "
2018,Michael Hanley and Michael Wood,District of Columbia,"Consulting, Marketing",Capital Partners for Education (Washington),District of Columbia,Education,Gift,"$1,000,000 "
2018,Donald and Liz Thompson,Illinois,Food and beverage,"Purdue U. (West Lafayette, Ind.)",Indiana,Colleges and universities,Gift,"$1,000,000 "
2018,Anonymous,,,U. of Illinois at Chicago,Illinois,Colleges and universities,Gift,"$1,000,000 "
2018,Roger Clemens,New York,Professional Sports,U. of Texas at Austin,Texas,Colleges and universities,Gift,"$1,000,000 "
2018,Jim Delany,Illinois,Professional Sports,U. of North Carolina at Chapel Hill,North Carolina,Colleges and universities,Gift,"$1,000,000 "
2018,Anonymous,,,Elon U. (N.C.),North Carolina,Colleges and universities,Gift,"$1,000,000 "
2018,Bill McKnight,Florida,Oil,"Niagara U. (Lewiston, N.Y.)",New York,Colleges and universities,Gift,"$1,000,000 "
2018,Jeanne Herberger,California,Real estate,National Conflict Resolution Center (San Diego),California,Other groups,Pledge,"$1,000,000 "
2018,Doug and Maria DeVos Foundation (Doug and Maria DeVos),Michigan,"Investments, Real estate","Purdue U. (West Lafayette, Ind.)",Indiana,Colleges and universities,Gift,"$1,000,000 "
2018,Philip Anschutz,Colorado,"Professional Sports, Real estate",Elton John AIDS Foundation (New York),New York,International,Gift,"$1,000,000 "
2018,Derica Rice and Robin Nelson-Rice,Indiana,Pharmaceuticals,Center for Leadership Development (Indianapolis),Indiana,Education,Gift,"$1,000,000 "
2018,Pine,,,"Alter Global (Redding, Calif.)",California,International,Gift,"$1,000,000 "
2018,Pine,,,"Nuzzles and Co. (Park City, Utah)",Utah,Other groups,Gift,"$1,000,000 "
2018,Pine,,,SoGal Ventures (Los Angeles),California,Other groups,Gift,"$1,000,000 "
2018,Pine,,,Sustainable Oceans Alliance (San Francisco),California,Conservation and the environment,Gift,"$1,000,000 "
2018,Pine,,,Adventure Project (New York),New York,International,Gift,"$1,000,000 "
2018,Pine,,,Free Software Foundation (Boston),Massachusetts,,Gift,"$1,000,000 "
2018,Pine,,,"Methuselah Foundation (Springfield, Va.)",Virginia,Health,Gift,"$1,000,000 "
2018,Pine,,,Justice and Care (India),,International,Gift,"$1,000,000 "
2018,Pine,,,"OpenMRS (Carmel, Ind.)",Indiana,,Gift,"$1,000,000 "
2018,Pine,,,"Apache Software Foundation (Wakefield, Mass.)",Massachusetts,,Gift,"$1,000,000 "
2018,Pine,,,"Focus Foundation (Davidson, Md.)",Maryland,Health,Gift,"$1,000,000 "
2018,Pine,,,Possible (New York),New York,International,Gift,"$1,000,000 "
2018,Pine,,,"BitGive (Truckee, Calif.)",California,Foundations,Gift,"$1,000,000 "
2018,Pine,,,New Story (San Francisco),California,International,Gift,"$1,000,000 "
2018,Pine,,,Charity: Water (New York),New York,International,Gift,"$1,000,000 "
2018,Pine,,,"SENS Research Foundation (Mountain View, Calif.)",California,Health,Gift,"$1,000,000 "
2018,Pine,,,Internet Archive (San Francisco),California,Other groups,Pledge,"$1,000,000 "
2018,Anonymous,,,U. of Illinois at Urbana-Champaign,Illinois,Colleges and universities,Gift,"$1,000,000 "
2018,Derica Rice and Robin Nelson-Rice,Indiana,Pharmaceuticals,Center for Leadership Development (Indianapolis),Indiana,Children and youths,Gift,"$1,000,000 "
2018,Boy and Betty Toy,Minnesota,,"Gustavus Adolphus College (St. Peter, Minn.)",Minnesota,Colleges and universities,Gift,"$1,000,000 "
2018,Whitney and Betty MacMillan,Minnesota,"Agriculture, Family wealth","McKee Botanical Garden (Vero Beach, Fla.)",Florida,Other groups,Gift,"$1,000,000 "
2018,Tracy Ashlock,Washington,Engineering,U. of Kansas (Lawrence),Kansas,Colleges and universities,Gift,"$1,000,000 "
2018,Denzel Washington,California,Media and entertainment,"Wiley College (Marshall, Tex.)",Texas,Colleges and universities,Pledge,"$1,000,000 "
2018,Anonymous,,,"Mississippi Valley Conservancy (La Crosse, Wis.)",Wisconsin,Conservation and the environment,Gift,"$1,000,000 "
2018,Anonymous,,,High Point U. (N.C.),North Carolina,Colleges and universities,Gift,"$1,000,000 "
2018,Anonymous,,,High Point U. (N.C.),North Carolina,Colleges and universities,Gift,"$1,000,000 "
2018,J.J. Abrams and Katie McGrath,California,Entertainment,National Women's Law Center (Washington),District of Columbia,Other groups,Gift,"$1,000,000 "
2018,Pine,,,Quill (New York),New York,Education,Gift,"$1,000,000 "
2018,Pine,,,Pencils of Promise (New York),New York,International,Gift,"$1,000,000 "
2018,Pine,,,New Story (San Francisco),California,Human and social services,Gift,"$1,000,000 "
2018,Pine,,,"Mona Foundation (Kirkland, Wash.)",Washington,International,Gift,"$1,000,000 "
2018,Pine,,,Charity: Water (New York),New York,International,Gift,"$1,000,000 "
2018,Pine,,,"Water Project (Concord, N.H.)",New Hampshire,International,Gift,"$1,000,000 "
2018,Pine,,,Watsi (San Francisco),California,Health,Gift,"$1,000,000 "
